UserID,Age,TotalCourses,EnrollmentFrequency,AvgCourseRating,AvgSpending,DiversityScore,DepthIndex,Gender_Female,Gender_Male,CourseCategory_Artificial Intelligence,CourseCategory_Business,CourseCategory_Cybersecurity,CourseCategory_Data Science,CourseCategory_Design,CourseCategory_Digital Marketing,CourseCategory_Finance,CourseCategory_Machine Learning,CourseCategory_Marketing,CourseCategory_Programming,CourseCategory_Project Management,CourseCategory_Web Development,CourseLevel_Advanced,CourseLevel_Beginner,CourseLevel_Intermediate,Cluster
U00134,26,14,14,3.3528571428571428,102.72928571428572,8,1.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3
U00135,17,1,1,3.02,0.0,1,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
U00136,25,1,1,3.15,0.0,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00137,15,2,2,3.705,230.145,2,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
U00138,26,2,2,1.8699999999999999,0.0,2,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00139,16,4,4,1.8275000000000001,62.025,4,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00140,24,2,2,3.5650000000000004,26.93,2,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
U00141,20,1,1,2.88,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00142,17,1,1,4.74,472.28,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00143,26,2,2,4.415,88.67,2,1.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
U00144,24,13,13,3.173076923076923,73.35923076923076,7,2.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3
U00145,23,1,1,4.94,0.0,1,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0
U00146,30,1,1,4.44,0.0,1,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
U00147,30,12,12,3.0775,99.64,9,0.6,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3
U00148,35,1,1,3.02,0.0,1,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
U00149,17,10,10,3.303,90.64099999999999,8,1.3333333333333333,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3
U00150,25,2,2,3.245,0.0,2,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
U00151,16,1,1,4.44,0.0,1,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0
U00152,19,12,12,3.296666666666667,114.07666666666665,9,0.3333333333333333,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3
U00153,35,2,2,2.575,18.945,2,1.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
U00154,29,1,1,1.2,248.1,1,0.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
U00155,27,2,2,3.71,0.0,2,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
U00156,17,1,1,1.59,0.0,1,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2
U00157,32,2,2,2.53,106.195,2,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
U00158,35,1,1,1.28,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00159,16,2,2,2.1,26.93,2,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
U00160,28,1,1,1.51,327.99,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
U00161,25,11,11,2.8972727272727274,55.054545454545455,7,1.6666666666666667,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3
U00162,26,1,1,1.59,0.0,1,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2
U00163,32,1,1,3.45,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
U00164,32,2,2,3.2700000000000005,0.0,1,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2
U00165,30,4,4,2.995,104.955,4,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
U00166,33,15,15,3.1886666666666668,16.592,9,0.8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
U00167,31,1,1,4.94,0.0,1,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0
U00168,24,1,1,2.69,326.02,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
U00169,24,13,13,2.636923076923077,43.62769230769231,11,1.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3
U00170,34,3,3,2.72,0.0,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00171,24,2,2,4.0649999999999995,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2
U00172,35,1,1,4.73,0.0,1,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
U00173,31,14,14,3.1978571428571425,78.20142857142856,10,0.3333333333333333,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
U00174,29,1,1,3.15,212.39,1,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
U00175,32,2,2,2.915,245.45,2,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00176,34,1,1,4.68,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2
U00177,29,14,14,3.0235714285714286,109.03857142857143,9,0.42857142857142855,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3
U00178,20,14,14,3.54,16.90857142857143,10,0.8,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3
U00179,34,2,2,2.685,243.96,2,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00180,26,1,1,4.73,0.0,1,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
U00181,32,1,1,3.74,299.57,1,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0
U00182,28,1,1,4.1,0.0,1,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
U00183,33,1,1,4.73,0.0,1,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
U00184,28,1,1,2.38,0.0,1,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2
U00185,27,1,1,4.74,57.32,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2
U00186,28,2,2,3.0700000000000003,163.01,2,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
U00187,18,1,1,4.74,472.28,1,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00188,18,1,1,1.52,0.0,1,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00189,18,1,1,1.59,0.0,1,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2
U00190,25,1,1,3.64,487.92,1,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
U00191,34,12,12,3.955833333333333,188.225,8,0.6,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3
U00192,17,14,14,3.440714285714286,48.576428571428565,9,0.5714285714285714,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3
U00193,33,1,1,4.79,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2
U00194,35,1,1,3.02,0.0,1,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2
U00195,15,1,1,1.23,346.71,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2
U00196,23,1,1,1.35,394.26,1,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
U00197,35,1,1,3.6,0.0,1,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
U00198,30,12,12,3.2741666666666664,103.52833333333335,7,0.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3
U00199,24,1,1,2.43,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
U00200,32,4,4,3.4650000000000003,67.4275,3,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2
U00201,16,3,3,2.676666666666667,230.62666666666667,3,1.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00202,28,1,1,3.85,0.0,1,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00203,25,2,2,3.005,163.01,2,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
U00204,28,1,1,1.59,0.0,1,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
U00205,32,1,1,4.84,342.61,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2
U00206,19,1,1,2.68,89.59,1,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
U00207,33,2,2,2.585,88.67,2,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2
U00208,18,15,15,3.1533333333333338,33.84133333333333,10,0.8571428571428571,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3
U00209,26,1,1,3.15,0.0,1,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2
U00210,30,2,2,1.5150000000000001,18.945,2,0.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2
U00211,22,1,1,4.68,0.0,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2
U00212,30,2,2,4.265,0.0,2,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
U00213,15,2,2,4.23,149.785,2,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
U00214,24,1,1,2.68,89.59,1,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
U00215,28,1,1,2.69,326.02,1,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2
U00216,23,16,16,3.545625,87.866875,10,0.5555555555555556,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3
U00217,28,1,1,1.3,37.89,1,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2
